ID,Name,Tags,Services,Availability,Description,Alternates,Keywords,Warnings
ALLSKY_SFC_SW_DNI_SD,All Sky Surface Shortwave Downward Direct Normal Irradiance Standard Deviation,"official,radiation","api,aws","monthly,annual,climatology",The standard deviation of direct solar irradiance incident to a horizontal plane normal (perpendicular) to the direction of the sun's position under all sky conditions.,,,
ALLSKY_SFC_SW_DWN_MAX,All Sky Surface Shortwave Downward Irradiance Maximum,"official,radiation","api,aws","monthly,annual,climatology",The maximum total solar irradiance incident (direct plus diffuse) on a horizontal plane at the surface of the earth under all sky conditions.,"Insolation,Incoming Solar Radiation","Insolation,Incoming Solar Radiation,Solar",
ALLSKY_SFC_SW_DWN_MIN,All Sky Surface Shortwave Downward Irradiance Minimum,"official,radiation","api,aws","monthly,annual,climatology",The minimum total solar irradiance incident (direct plus diffuse) on a horizontal plane at the surface of the earth under all sky conditions.,"Insolation,Incoming Solar Radiation","Insolation,Incoming Solar Radiation,Solar",
ALLSKY_SFC_SW_DWN_SD,All Sky Surface Shortwave Downward Irradiance Standard Deviation,"official,radiation","api,aws","monthly,annual,climatology",The standard deviation total solar irradiance incident (direct plus diffuse) on a horizontal plane at the surface of the earth under all sky conditions.,,,
ALLSKY_SFC_SW_UP,All Sky Surface Shortwave Upward Irradiance,"official,radiation","api,gis,aws","hourly,daily,monthly,annual,climatology",The upward shortwave irradiance under all sky conditions.,"Reflected Solar Radiation,Upwelling Shortwave Radiation,Surface Reflected Shortwave,Reflected Shortwave Irradiance","Reflected Solar Radiation,Upwelling Shortwave Radiation,Surface Reflected Shortwave,Reflected Shortwave Irradiance,Solar",
ALLSKY_SFC_SW_UP_MAX,All Sky Surface Shortwave Upward Irradiance Maximum,"official,radiation","api,aws","monthly,annual,climatology",The maximum upward shortwave irradiance under all sky conditions.,,Solar,
ALLSKY_SFC_SW_UP_MIN,All Sky Surface Shortwave Upward Irradiance Minimum,"official,radiation","api,aws","monthly,annual,climatology",The minimum upward shortwave irradiance under all sky conditions.,,Solar,
ALLSKY_SFC_SW_UP_SD,All Sky Surface Shortwave Upward Irradiance Standard Deviation,"official,radiation","api,aws","monthly,annual,climatology",The standard deviation of upward shortwave irradiance under all sky conditions.,,,
ALLSKY_SFC_UVA_MAX,All Sky Surface UVA Irradiance Maximum,"official,radiation","api,aws","monthly,annual,climatology",The maximum ultraviolet A (UVA 315nm-400nm) irradiance under all sky conditions.,,Solar,
ALLSKY_SFC_UVA_MIN,All Sky Surface UVA Irradiance Minimum,"official,radiation","api,aws","monthly,annual,climatology",The minimum ultraviolet A (UVA 315nm-400nm) irradiance under all sky conditions.,,Solar,
ALLSKY_SFC_UVA_SD,All Sky Surface UVA Irradiance Standard Deviation,"official,radiation","api,aws","monthly,annual,climatology",The standard deviation of ultraviolet A (UVA 315nm-400nm) irradiance under all sky conditions.,,,
ALLSKY_SFC_UVB_MAX,All Sky Surface UVB Irradiance Maximum,"official,radiation","api,aws","monthly,annual,climatology",The maximum ultraviolet B (UVB 280nm-315nm) irradiance under all sky conditions.,,Solar,
ALLSKY_SFC_UVB_MIN,All Sky Surface UVB Irradiance Minimum,"official,radiation","api,aws","monthly,annual,climatology",The minimum ultraviolet B (UVB 280nm-315nm) irradiance under all sky conditions.,,Solar,
ALLSKY_SFC_UVB_SD,All Sky Surface UVB Irradiance Standard Deviation,"official,radiation","api,aws","monthly,annual,climatology",The standard deviation of ultraviolet B (UVB 280nm-315nm) irradiance under all sky conditions.,,,
ALLSKY_SFC_UV_INDEX_MAX,All Sky Surface UV Index Maximum,"official,radiation","api,aws","monthly,annual,climatology",The maximum ultraviolet radiation exposure index.,,Solar,
ALLSKY_SFC_UV_INDEX_MIN,All Sky Surface UV Index Minimum,"official,radiation","api,aws","monthly,annual,climatology",The minimum ultraviolet radiation exposure index.,,Solar,
ALLSKY_SFC_UV_INDEX_SD,All Sky Surface UV Index Standard Deviation,"official,radiation","api,aws","monthly,annual,climatology",The standard deviation of ultraviolet radiation exposure index.,,,
AOD_55_ADJ,Adjusted Aerosol Optical Depth 55,"official,radiation","api,gis,aws","hourly,daily,monthly,annual,climatology",The adjusted optical thickness at 0.55 um measured vertically; the component of the atmosphere to quantify the removal of radiant energy from an incident beam.,"Aerosol Optical Depth (AOD) at 550 nm,Aerosol Optical Thickness (AOT)","Aerosol Optical Depth (AOD) at 550 nm,Aerosol Optical Thickness (AOT)",
AOD_84,Aerosol Optical Depth 84,"official,radiation","api,aws","hourly,daily,monthly,annual,climatology",The optical thickness at 0.84 um measured vertically; the component of the atmosphere to quantify the removal of radiant energy from an incident beam.,,,
CLOUD_AMT_DAY,Cloud Amount at Daytime,"official,radiation","api,gis,aws","daily,monthly,annual,climatology",The average percent of cloud amount during daylight.,"Daytime Cloud Cover,Daytime Cloud Fraction,Daytime Sky Cover","Daytime Cloud Cover,Daytime Cloud Fraction,Daytime Sky Cover",
CLOUD_AMT_NIGHT,Cloud Amount at Nighttime,"official,radiation","api,gis,aws","daily,monthly,annual,climatology",The average percent of cloud amount during nighttime.,"Nighttime Cloud Cover,Nighttime Cloud Fraction,Nighttime Sky Cover","Nighttime Cloud Cover,Nighttime Cloud Fraction,Nighttime Sky Cover",
CLOUD_BT,Cloud Bottom Temperature,"reviewing,radiation",aws,,The temperature at the base of a cloud layer indicating the thermal conditions where the cloud begins to form.,"Cloud Base Brightness Temperature,Cloud Bottom Temperature","Cloud Base Brightness Temperature,Cloud Bottom Temperature",
CLOUD_BT_MAX,Maximum Cloud Bottom Temperature,"reviewing,radiation",aws,,The highest temperature at the base of a cloud within a given time period.,,,
CLOUD_BT_MIN,Minimum Cloud Bottom Temperature,"reviewing,radiation",aws,,The lowest temperature at the base of a cloud within a given time period.,,,
CLOUD_OD,Cloud Optical Visible Depth,"official,radiation","api,gis,aws","hourly,daily,monthly,annual,climatology",The vertical optical thickness between the top and bottom of a cloud.,"Cloud Optical Depth (COD),Cloud Optical Thickness (COT),Cloud Opacity","Cloud Optical Depth (COD),Cloud Optical Thickness (COT),Cloud Opacity",
CLOUD_PHASE,Cloud Phase,"reviewing,radiation",aws,,The physical state of cloud particles based on temperature and atmospheric conditions.,"Cloud Thermodynamic Phase,Cloud Phase State,Hydrometeor Phase","Cloud Thermodynamic Phase,Cloud Phase State,Hydrometeor Phase",
CLOUD_TT,Cloud Top Temperature,"reviewing,radiation",aws,,The temperature at the highest point of a cloud often used to estimate cloud height and potential storm intensity.,Cloud Top Temperature (CTT),Cloud Top Temperature (CTT),
CLOUD_TT_MAX,Maximum Cloud Top Temperature,"reviewing,radiation",aws,,The highest temperature at the top of a cloud within a given time period.,,,
CLOUD_TT_MIN,Minimum Cloud Top Temperature,"reviewing,radiation",aws,,The lowest temperature at the top of a cloud within a given time period.,,,
CLRSKY_DAYS,Clear Sky Days,"official,radiation","api,gis,aws","daily,monthly,annual,climatology",The number of Clear Sky Days if the daytime cloud amount is less than 10 percent.,"Cloud-Free Days,Sunny Days,Cloudless Days,Clear Days","Cloud-Free Days,Sunny Days,Cloudless Days,Clear Days",
CLRSKY_KT_MAX,Clear Sky Insolation Clearness Index Maximum,"official,radiation","api,aws","monthly,annual,climatology",The maximum clearness of the atmosphere; the clear sky insolation that is transmitted through the atmosphere to strike the surface of the earth divided by the average of top of the atmosphere total solar irradiance incident.,,,
CLRSKY_KT_MIN,Clear Sky Insolation Clearness Index Minimum,"official,radiation","api,aws","monthly,annual,climatology",The minimum clearness of the atmosphere; the clear sky insolation that is transmitted through the atmosphere to strike the surface of the earth divided by the average of top of the atmosphere total solar irradiance incident.,,,
CLRSKY_KT_SD,Clear Sky Insolation Clearness Index Standard Deviation,"official,radiation","api,aws","monthly,annual,climatology",The standard deviation of the clearness atmosphere; the clear sky insolation that is transmitted through the atmosphere to strike the surface of the earth divided by the average of top of the atmosphere total solar irradiance incident.,,,
CLRSKY_NKT,Clear Sky Normalized Insolation Clearness Index,"official,radiation","api,aws","hourly,daily,monthly,annual,climatology",The average zenith angle-independent expression of the clear sky insolation clearness index.,"Clear Sky Normalized Clearness Index,Clear Sky Zenith-Independent Transmittance","Clear Sky Normalized Clearness Index,Clear Sky Zenith-Independent Transmittance",
CLRSKY_SFC_LW_DWN,Clear Sky Surface Longwave Downward Irradiance,"official,nrt,radiation","api,gis,aws","hourly,daily,monthly,annual,climatology",The downward thermal infrared irradiance under clear sky conditions reaching a horizontal plane on the surface of the earth. Also known as Horizontal Infrared Radiation Intensity from Sky.,"Clear Sky Downwelling Longwave Radiation,Clear Sky Atmospheric Back Radiation,Cloudless Sky Thermal Downwelling","Clear Sky Downwelling Longwave Radiation,Clear Sky Atmospheric Back Radiation,Cloudless Sky Thermal Downwelling",
CLRSKY_SFC_LW_DWN_MAX,Clear Sky Surface Longwave Downward Irradiance Maximum,"official,radiation","api,aws","monthly,annual,climatology",The maximum downward thermal infrared irradiance under clear sky conditions reaching a horizontal plane on the surface of the earth. Also known as Horizontal Infrared Radiation Intensity from Sky.,,,
CLRSKY_SFC_LW_DWN_MIN,Clear Sky Surface Longwave Downward Irradiance Minimum,"official,radiation","api,aws","monthly,annual,climatology",The minimum downward thermal infrared irradiance under clear sky conditions reaching a horizontal plane on the surface of the earth. Also known as Horizontal Infrared Radiation Intensity from Sky.,,,
CLRSKY_SFC_LW_DWN_SD,Clear Sky Surface Longwave Downward Irradiance Standard Deviation,"official,radiation","api,aws","monthly,annual,climatology",The standard deviation of downward thermal infrared irradiance under clear sky conditions reaching a horizontal plane on the surface of the earth. Also known as Horizontal Infrared Radiation Intensity from Sky.,,,
CLRSKY_SFC_LW_UP,Clear Sky Surface Longwave Upward Irradiance,"official,radiation","api,gis,aws","hourly,daily,monthly,annual,climatology",The upward thermal infrared irradiance under clear sky conditions.,"Clear Sky Upwelling Longwave Radiation,Clear Sky Surface Emitted Thermal Radiation","Clear Sky Upwelling Longwave Radiation,Clear Sky Surface Emitted Thermal Radiation",
CLRSKY_SFC_LW_UP_MAX,Clear Sky Surface Longwave Upward Irradiance Maximum,"official,radiation","api,aws","monthly,annual,climatology",The maximum upward thermal infrared irradiance under clear sky conditions.,,,
CLRSKY_SFC_LW_UP_MIN,Clear Sky Surface Longwave Upward Irradiance Minimum,"official,radiation","api,aws","monthly,annual,climatology",The minimum upward thermal infrared irradiance under clear sky conditions.,,,
CLRSKY_SFC_LW_UP_SD,Clear Sky Surface Longwave Upward Irradiance Standard Deviation,"official,radiation","api,aws","monthly,annual,climatology",The standard deviation of upward thermal infrared irradiance under clear sky conditions,,,
CLRSKY_SFC_PAR_DIFF,Clear Sky Surface Diffuse PAR,"official,radiation","api,aws","hourly,daily,monthly,annual,climatology",The diffuse (scattered from original direct path by molecules or particles) Photosynthetically Active Radiation (PAR) solar irradiance incident on a horizontal plane at the surface of the earth under clear sky conditions.,"Clear Sky Diffuse PAR,Clear Sky Scattered Photosynthetically Active Radiation","Clear Sky Diffuse PAR,Clear Sky Scattered Photosynthetically Active Radiation,Solar",
CLRSKY_SFC_PAR_DIFF_MAX,Clear Sky Surface Diffuse PAR Maximum,"official,radiation","api,aws","monthly,annual,climatology",The maximum diffuse (scattered from original direct path by molecules or particles) Photosynthetically Active Radiation (PAR) solar irradiance incident on a horizontal plane at the surface of the earth under clear sky conditions.,,Solar,
CLRSKY_SFC_PAR_DIFF_MIN,Clear Sky Surface Diffuse PAR Minimum,"official,radiation","api,aws","monthly,annual,climatology",The minimum diffuse (scattered from original direct path by molecules or particles) Photosynthetically Active Radiation (PAR) solar irradiance incident on a horizontal plane at the surface of the earth under clear sky conditions.,,Solar,
CLRSKY_SFC_PAR_DIFF_SD,Clear Sky Surface Diffuse PAR Standard Deviation,"official,radiation","api,aws","monthly,annual,climatology",The standard deviation of diffuse (scattered from original direct path by molecules or particles) Photosynthetically Active Radiation (PAR) solar irradiance incident on a horizontal plane at the surface of the earth under clear sky conditions.,,,
CLRSKY_SFC_PAR_DIRH,Clear Sky Surface Direct Horizontal PAR,"official,radiation","api,aws","hourly,daily,monthly,annual,climatology",The Photosynthetically Active Radiation (PAR) solar irradiance incident on a horizontal plane at the surface of the earth under clear sky conditions.,"Clear Sky Direct Beam PAR (Horizontal),Clear Sky Direct Photosynthetically Active Radiation","Clear Sky Direct Beam PAR (Horizontal),Clear Sky Direct Photosynthetically Active Radiation,Solar",
CLRSKY_SFC_PAR_DIRH_MAX,Clear Sky Surface Direct Horizontal PAR Maximum,"official,radiation","api,aws","monthly,annual,climatology",The maximum Photosynthetically Active Radiation (PAR) solar irradiance incident on a horizontal plane at the surface of the earth under clear sky conditions.,,Solar,
CLRSKY_SFC_PAR_DIRH_MIN,Clear Sky Surface Direct Horizontal PAR Minimum,"official,radiation","api,aws","monthly,annual,climatology",The minimum Photosynthetically Active Radiation (PAR) solar irradiance incident on a horizontal plane at the surface of the earth under clear sky conditions.,,Solar,
CLRSKY_SFC_PAR_DIRH_SD,Clear Sky Surface Direct Horizontal PAR Standard Deviation,"official,radiation","api,aws","monthly,annual,climatology",The standard deviation of Photosynthetically Active Radiation (PAR) solar irradiance incident on a horizontal plane at the surface of the earth under clear sky conditions.,,,
CLRSKY_SFC_PAR_TOT_MAX,Clear Sky Surface Total PAR Maximum,"official,radiation","api,aws","monthly,annual,climatology",The maximum total (direct plus diffuse) Photosynthetically Active Radiation (PAR) incident on a horizontal plane at the surface of the earth under clear sky conditions.,,Solar,
CLRSKY_SFC_PAR_TOT_MIN,Clear Sky Surface Total PAR Minimum,"official,radiation","api,aws","monthly,annual,climatology",The minimum total (direct plus diffuse) Photosynthetically Active Radiation (PAR) incident on a horizontal plane at the surface of the earth under clear sky conditions.,,Solar,
CLRSKY_SFC_PAR_TOT_SD,Clear Sky Surface Total PAR Standard Deviation,"official,radiation","api,aws","monthly,annual,climatology",The standard deviation of total (direct plus diffuse) Photosynthetically Active Radiation (PAR) incident on a horizontal plane at the surface of the earth under clear sky conditions.,,,
CLRSKY_SFC_SW_DIFF,Clear Sky Surface Shortwave Downward Diffuse Irradiance,"official,radiation","api,gis,aws","hourly,daily,monthly,annual,climatology",The diffuse (scattered from original direct path by molecules or particles) solar irradiance incident on a horizontal plane at the surface of the earth under clear sky conditions.,"Diffuse Horizontal Irradiance (DHI),Diffuse Sky Radiation,Clear Sky Diffuse Solar Radiation,Rayleigh Scattered Radiation","Diffuse Horizontal Irradiance (DHI),Diffuse Sky Radiation,Clear Sky Diffuse Solar Radiation,Rayleigh Scattered Radiation,Solar",
CLRSKY_SFC_SW_DIFF_MAX,Clear Sky Surface Shortwave Downward Diffuse Irradiance Maximum,"official,radiation","api,aws","monthly,annual,climatology",The maximum diffuse (scattered from original direct path by molecules or particles) solar irradiance incident on a horizontal plane at the surface of the earth under clear sky conditions.,,Solar,
CLRSKY_SFC_SW_DIFF_MIN,Clear Sky Surface Shortwave Downward Diffuse Irradiance Minimum,"official,radiation","api,aws","monthly,annual,climatology",The minimum diffuse (scattered from original direct path by molecules or particles) solar irradiance incident on a horizontal plane at the surface of the earth under clear sky conditions.,,Solar,
CLRSKY_SFC_SW_DIFF_SD,Clear Sky Surface Shortwave Downward Diffuse Irradiance Standard Deviation,"official,radiation","api,aws","monthly,annual,climatology",The standard deviation of diffuse (scattered from original direct path by molecules or particles) solar irradiance incident on a horizontal plane at the surface of the earth under clear sky conditions.,,,
CLRSKY_SFC_SW_DIRH,Clear Sky Surface Shortwave Direct Horizontal Irradiance,"official,radiation","api,aws","hourly,daily,monthly,annual,climatology",The solar irradiance incident on a horizontal plane at the surface of the earth under clear sky conditions.,"Clear Sky Direct Horizontal Irradiance,Clear Sky Beam Horizontal Irradiance","Clear Sky Direct Horizontal Irradiance,Clear Sky Beam Horizontal Irradiance,Solar",
CLRSKY_SFC_SW_DIRH_MAX,Clear Sky Surface Shortwave Direct Horizontal Irradiance Maximum,"official,radiation","api,aws","monthly,annual,climatology",The maximum solar irradiance incident on a horizontal plane at the surface of the earth under clear sky conditions.,,Solar,
CLRSKY_SFC_SW_DIRH_MIN,Clear Sky Surface Shortwave Direct Horizontal Irradiance Minimum,"official,radiation","api,aws","monthly,annual,climatology",The minimum solar irradiance incident on a horizontal plane at the surface of the earth under clear sky conditions.,,Solar,
CLRSKY_SFC_SW_DIRH_SD,Clear Sky Surface Shortwave Direct Horizontal Irradiance Standard Deviation,"official,radiation","api,aws","monthly,annual,climatology",The standard deviation of solar irradiance incident on a horizontal plane at the surface of the earth under clear sky conditions.,,,
CLRSKY_SFC_SW_DNI,Clear Sky Surface Shortwave Downward Direct Normal Irradiance,"official,radiation","api,gis,aws","hourly,daily,monthly,annual,climatology",The direct solar irradiance incident to a horizontal plane normal (perpendicular) to the direction of the sun's position under clear sky conditions.,"Direct Normal Irradiance (DNI),Beam Radiation,Clear Sky Beam Normal Irradiance,Clear Sky Direct Beam Irradiance,Clear Sky Direct Solar Radiation","Direct Normal Irradiance (DNI),Beam Radiation,Clear Sky Beam Normal Irradiance,Clear Sky Direct Beam Irradiance,Clear Sky Direct Solar Radiation,Solar",
CLRSKY_SFC_SW_DNI_MAX,Clear Sky Surface Shortwave Downward Direct Normal Irradiance Maximum,"official,radiation","api,aws","monthly,annual,climatology",The maximum direct solar irradiance incident to a horizontal plane normal (perpendicular) to the direction of the sun's position under clear sky conditions.,,Solar,
CLRSKY_SFC_SW_DNI_MIN,Clear Sky Surface Shortwave Downward Direct Normal Irradiance Minimum,"official,radiation","api,aws","monthly,annual,climatology",The minimum direct solar irradiance incident to a horizontal plane normal (perpendicular) to the direction of the sun's position under clear sky conditions.,,Solar,
CLRSKY_SFC_SW_DNI_SD,Clear Sky Surface Shortwave Downward Direct Normal Irradiance,"official,radiation","api,aws","monthly,annual,climatology",The standard deviation of direct solar irradiance incident to a horizontal plane normal (perpendicular) to the direction of the sun's position under clear sky conditions.,,,
CLRSKY_SFC_SW_DWN_MAX,Clear Sky Surface Shortwave Downward Irradiance Maximum,"official,radiation","api,aws","monthly,annual,climatology",The maximum total solar irradiance incident (direct plus diffuse) on a horizontal plane at the surface of the earth under clear sky conditions.,"Insolation,Incoming Solar Radiation","Insolation,Incoming Solar Radiation,Solar",
CLRSKY_SFC_SW_DWN_MIN,Clear Sky Surface Shortwave Downward Irradiance Minimum,"official,radiation","api,aws","monthly,annual,climatology",The minimum total solar irradiance incident (direct plus diffuse) on a horizontal plane at the surface of the earth under clear sky conditions.,"Insolation,Incoming Solar Radiation","Insolation,Incoming Solar Radiation,Solar",
CLRSKY_SFC_SW_DWN_SD,Clear Sky Surface Shortwave Downward Irradiance Standard Deviation,"official,radiation","api,aws","monthly,annual,climatology",The standard deviation of total solar irradiance incident (direct plus diffuse) on a horizontal plane at the surface of the earth under clear sky conditions.,"Insolation,Incoming Solar Radiation","Insolation,Incoming Solar Radiation",
CLRSKY_SFC_SW_UP,Clear Sky Surface Shortwave Upward Irradiance,"official,radiation","api,gis,aws","hourly,daily,monthly,annual,climatology",The upward shortwave irradiance under clearsky conditions.,"Clear Sky Reflected Solar Radiation,Clear Sky Upwelling Shortwave Radiation","Clear Sky Reflected Solar Radiation,Clear Sky Upwelling Shortwave Radiation,Solar",
CLRSKY_SFC_SW_UP_MAX,Clear Sky Surface Shortwave Upward Irradiance Maximum,"official,radiation","api,aws","monthly,annual,climatology",The maximum upward shortwave irradiance under clearsky conditions.,,Solar,
CLRSKY_SFC_SW_UP_MIN,Clear Sky Surface Shortwave Upward Irradiance Minimum,"official,radiation","api,aws","monthly,annual,climatology",The minimum upward shortwave irradiance under clearsky conditions.,,Solar,
CLRSKY_SFC_SW_UP_SD,Clear Sky Surface Shortwave Upward Irradiance Standard Deviation,"official,radiation","api,aws","monthly,annual,climatology",The standard deviation of upward shortwave irradiance under clearsky conditions.,,,
CLRSKY_SRF_ALB,Clear Sky Surface Albedo,"official,radiation","api,gis,aws","hourly,daily,monthly,annual,climatology",The clear sky rate of reflectivity of the earth's surface; the ratio of the solar energy reflected by the surface of the earth compared to the total solar energy incident reaching the surface of the earth.,"Clear Sky Surface Reflectance,Clear Sky Broadband Albedo,Clear Sky Solar Reflectivity","Clear Sky Surface Reflectance,Clear Sky Broadband Albedo,Clear Sky Solar Reflectivity",
DAY_HOURS,Day Hours,"official,radiation","api,aws",climatology,The Climatological average number of hours when solar irradiance is present.,"Daylength,Duration of Daylight,Photoperiod,Hours of Possible Sunshine","Daylength,Duration of Daylight,Photoperiod,Hours of Possible Sunshine",
DISPH,Zero Plane Displacement Height,"official,nrt,radiation","api,gis,aws","hourly,daily,monthly,annual,climatology",The height at which the mean velocity is zero due to large obstacles such as buildings/canopy.,"Zero-Plane Displacement Height,Displacement Height for Wind Profile,Canopy Displacement Height","Zero-Plane Displacement Height,Displacement Height for Wind Profile,Canopy Displacement Height",
ENTHALPY,Moist Air Specific Enthalpy,"reviewing,meteorology","api,aws",climatology,Moist air specific enthalpy is the total enthalpy (measure of energy in a thermodynamic system) of the dry air and the water vapor mixture per unit mass of dry air.,"Moist Air Enthalpy,Specific Enthalpy of Moist Air,Air Enthalpy,Psychrometric Enthalpy","Moist Air Enthalpy,Specific Enthalpy of Moist Air,Air Enthalpy,Psychrometric Enthalpy",
EVLAND,Evaporation Land,"official,nrt,meteorology","api,gis,aws","hourly,daily,monthly,annual,climatology",The evaporation over land at the surface of the earth.,"Land Surface Evaporation,Terrestrial Evaporation,Land Evaporative Flux,Surface Water Evaporation over Land","Land Surface Evaporation,Terrestrial Evaporation,Land Evaporative Flux,Surface Water Evaporation over Land",
EVPTRNS,Evapotranspiration Energy Flux,"official,nrt,meteorology","api,gis,aws","hourly,daily,monthly,annual,climatology",The evapotranspiration energy flux at the surface of the earth.,"Evapotranspiration Flux,Latent Heat Flux from ET,ET Energy Flux,Surface Evapotranspiration Energy","Evapotranspiration Flux,Latent Heat Flux from ET,ET Energy Flux,Surface Evapotranspiration Energy",
FRSEAICE,Ice Covered Fraction,"official,nrt,meteorology","api,aws","hourly,daily,monthly,annual,climatology",The fraction of ocean covered by sea ice.,"Sea Ice Concentration,Sea Ice Area Fraction,Ocean Ice Cover Fraction,SIC","Sea Ice Concentration,Sea Ice Area Fraction,Ocean Ice Cover Fraction,SIC",
FRSNO,Land Snowcover Fraction,"official,nrt,meteorology","api,aws","hourly,daily,monthly,annual,climatology",The fraction of land covered by snow.,"Snow Cover Fraction,Fractional Snow Coverage,Snow-Covered Area Fraction,SCF","Snow Cover Fraction,Fractional Snow Coverage,Snow-Covered Area Fraction,SCF",
GDD13_3,Growing Degree Days Above 13.3 C,"reviewing,nrt,meteorology","api,aws",daily,Accumulated crop heat units above a 13.3-degree-Celsius base temperature using the complex growing degree day method; commonly used for peanut.,"GDD Base 13.3 C,Growing Degree Days Base 56 F,Crop Heat Units Base 56 F","GDD Base 13.3 C,Growing Degree Days Base 56 F,Crop Heat Units Base 56 F",
GDD15_6,Growing Degree Days Above 15.6 C,"reviewing,nrt,meteorology","api,aws",daily,Accumulated crop heat units above a 15.6-degree-Celsius base temperature using the complex growing degree day method; commonly used for cotton.,"GDD Base 15.6 C,Growing Degree Days Base 60 F,Crop Heat Units Base 60 F","GDD Base 15.6 C,Growing Degree Days Base 60 F,Crop Heat Units Base 60 F",
GDD4_4,Growing Degree Days Above 4.4 C,"reviewing,nrt,meteorology","api,aws",daily,Accumulated crop heat units above a 4.4-degree-Celsius base temperature using the complex growing degree day method; commonly used for wheat/barley/rye/oats.,"GDD Base 4.4 C,Growing Degree Days Base 40 F,Crop Heat Units Base 40 F","GDD Base 4.4 C,Growing Degree Days Base 40 F,Crop Heat Units Base 40 F",
GDD7_2,Growing Degree Days Above 7.2 C,"reviewing,nrt,meteorology","api,aws",daily,Accumulated crop heat units above a 7.2-degree-Celsius base temperature using the complex growing degree day method; commonly used for potato/sunflower.,"GDD Base 7.2 C,Growing Degree Days Base 45 F,Crop Heat Units Base 45 F","GDD Base 7.2 C,Growing Degree Days Base 45 F,Crop Heat Units Base 45 F",
GWM_HEIGHT_ANOMALY,GWM Height Anomaly,reviewing,"api,aws",daily,Height anomaly with respect to mean level.,"Significant Wave Height Anomaly,SWH Anomaly,Wave Height Departure from Normal,Hs Anomaly","Significant Wave Height Anomaly,SWH Anomaly,Wave Height Departure from Normal,Hs Anomaly",
H_ZONES,USDA Hardiness Zones,"reviewing,meteorology","api,aws",climatology,The zone by which gardeners can determine which perennial plants are most likely to thrive at a location based on annual extreme minimum temperature.,"Humidity Climate Zones,Moisture Classification Zones,ASHRAE Humidity Zone,Hygrothermal Climate Region","Humidity Climate Zones,Moisture Classification Zones,ASHRAE Humidity Zone,Hygrothermal Climate Region",
IMERG_PRECLIQUID_PROB,Probability of Liquid Precipitation,"official,meteorology","api,aws",daily,Probability of liquid precipitation estimated with a diagnostic parameterization using ancillary data.,"IMERG Rain Probability,Probability of Liquid Precipitation,Rain Phase Probability,Liquid Precipitation Likelihood","IMERG Rain Probability,Probability of Liquid Precipitation,Rain Phase Probability,Liquid Precipitation Likelihood",
IMERG_PRECTOT_COUNT,Count of Precipitation Retrievals,"official,meteorology","api,aws",daily,The count of half-hourly precipitation retrievals where precipitation is at least 0.01 mm.,"IMERG Observation Count,Precipitation Sample Count,IMERG Valid Retrievals","IMERG Observation Count,Precipitation Sample Count,IMERG Valid Retrievals",
LWLAND,Downward Longwave Flux Land,"reviewing,radiation",aws,,Net downward longwave flux over land.,"Net Longwave Radiation at Land Surface,Land Surface Net Thermal Radiation,Surface Net LW over Land,Terrestrial Net Longwave Flux","Net Longwave Radiation at Land Surface,Land Surface Net Thermal Radiation,Surface Net LW over Land,Terrestrial Net Longwave Flux",
MIDDAY_INSOL_MAX,Midday Insolation Incident Maximum,"official,radiation","api,aws","monthly,annual,climatology",The maximum total amount of solar irradiance (direct plus diffuse) incident on a horizontal plane at the earth's surface during the solar noon hour midday period.,,,
MIDDAY_INSOL_MIN,Midday Insolation Incident Minimum,"official,radiation","api,aws","monthly,annual,climatology",The minimum total amount of solar irradiance (direct plus diffuse) incident on a horizontal plane at the earth's surface during the solar noon hour midday period.,,,
MIDDAY_INSOL_SD,Midday Insolation Incident Standard Deviation,"official,radiation","api,aws","monthly,annual,climatology",The standard deviation of the total amount of solar irradiance (direct plus diffuse) incident on a horizontal plane at the earth's surface during the solar noon hour midday period.,,,
ORIGINAL_ALLSKY_SFC_LW_DWN,All Sky Surface Longwave Downward Irradiance,"reference,radiation","api,aws",daily,The downward thermal infrared irradiance under all sky conditions reaching a horizontal plane on the surface of the earth. Also known as Horizontal Infrared Radiation Intensity from Sky.,,,
ORIGINAL_ALLSKY_SFC_SW_DIFF,All Sky Surface Shortwave Diffuse Irradiance,"reference,radiation","api,aws","hourly,daily",The diffuse (scattered from original direct path by molecules or particles) solar irradiance incident on a horizontal plane at the surface of the earth under all sky conditions.,,,
ORIGINAL_ALLSKY_SFC_SW_DIRH,All Sky Surface Shortwave Direct Horizontal Irradiance,"reference,radiation","api,aws","hourly,daily",The solar irradiance incident on a horizontal plane at the surface of the earth under all sky conditions.,,,
ORIGINAL_ALLSKY_SFC_SW_DWN,All Sky Surface Shortwave Downward Irradiance,"reference,radiation","api,aws",daily,"The total solar irradiance incident (direct plus diffuse) on a horizontal plane at the surface of the earth under all sky conditions. An alternative term for the total solar irradiance is the ""Global Horizontal Irradiance"" or GHI.",,,
